level_0;index;Time;Latitude;Longitude;Height;Pm1.0;Pm2.5;Pm10;HCHO;Temperature;RH;aX;aY;aZ
287;;2021-11-22 19:58:40;;;;;;;;;;-0.035910000000000004;-0.15083;9.29669
288;;2021-11-22 19:58:40.040000;;;;;;;;;;-0.038310000000000004;-0.15802;9.29429
289;;2021-11-22 19:58:40.080000;;;;;;;;;;-0.03352;-0.15083;9.29429
290;;2021-11-22 19:58:40.120000;;;;;;;;;;-0.02634;-0.15083;9.28711
291;;2021-11-22 19:58:40.160000;;;;;;;;;;-0.02155;-0.16041;9.28471
292;;2021-11-22 19:58:40.200000;;;;;;;;;;-0.028730000000000002;-0.16041;9.2919
293;;2021-11-22 19:58:40.240000;;;;;;;;;;-0.03112;-0.16280999999999998;9.27993
294;;2021-11-22 19:58:40.280000;;;;;;;;;;-0.02634;-0.16041;9.27753
295;;2021-11-22 19:58:40.320000;;;;;;;;;;-0.02394;-0.15802;9.2895
296;;2021-11-22 19:58:40.360000;;;;;;;;;;-0.03112;-0.16041;9.28232
297;;2021-11-22 19:58:40.400000;;;;;;;;;;-0.028730000000000002;-0.1652;9.28232
298;;2021-11-22 19:58:40.440000;;;;;;;;;;-0.028730000000000002;-0.16280999999999998;9.28711
299;;2021-11-22 19:58:40.480000;;;;;;;;;;-0.03352;-0.15802;9.28471
300;;2021-11-22 19:58:40.520000;;;;;;;;;;-0.02634;-0.16041;9.2895
301;;2021-11-22 19:58:40.560000;;;;;;;;;;-0.03352;-0.16280999999999998;9.29429
302;;2021-11-22 19:58:40.600000;;;;;;;;;;-0.03112;-0.16041;9.28711
303;;2021-11-22 19:58:40.640000;;;;;;;;;;-0.028730000000000002;-0.15802;9.2919
304;;2021-11-22 19:58:40.680000;;;;;;;;;;-0.038310000000000004;-0.15562;9.2895
305;;2021-11-22 19:58:40.720000;;;;;;;;;;-0.035910000000000004;-0.15323;9.28232
306;;2021-11-22 19:58:40.760000;;;;;;;;;;-0.03352;-0.15562;9.28471
307;;2021-11-22 19:58:40.800000;;;;;;;;;;-0.03352;-0.15323;9.28471
308;;2021-11-22 19:58:40.840000;;;;;;;;;;-0.03112;-0.16041;9.28232
309;;2021-11-22 19:58:40.880000;;;;;;;;;;-0.02634;-0.16280999999999998;9.28471
310;;2021-11-22 19:58:40.920000;;;;;;;;;;-0.03112;-0.1652;9.29429
311;;2021-11-22 19:58:40.960000;;;;;;;;;;-0.0407;-0.1652;9.30866
312;True;2021-11-22 19:58:41;51.113056;17.062409;162.7;21.0;25.139163114300054;40.84339081485646;0.0;22.6;33.0;-0.02394;-0.16280999999999998;9.28471
313;;2021-11-22 19:58:41;;;;;;;;;;-0.01197;-0.16041;9.27993
314;;2021-11-22 19:58:41.040000;;;;;;;;;;-0.00958;-0.16280999999999998;9.28471
315;;2021-11-22 19:58:41.080000;;;;;;;;;;-0.00958;-0.16280999999999998;9.28232
316;;2021-11-22 19:58:41.120000;;;;;;;;;;-0.01676;-0.16280999999999998;9.28471
317;;2021-11-22 19:58:41.160000;;;;;;;;;;-0.02155;-0.15802;9.30866
318;;2021-11-22 19:58:41.200000;;;;;;;;;;-0.02394;-0.15802;9.29908
319;;2021-11-22 19:58:41.240000;;;;;;;;;;-0.01915;-0.16041;9.2919
320;;2021-11-22 19:58:41.280000;;;;;;;;;;-0.02394;-0.15802;9.28471
321;;2021-11-22 19:58:41.320000;;;;;;;;;;-0.028730000000000002;-0.16041;9.27993
322;;2021-11-22 19:58:41.360000;;;;;;;;;;-0.028730000000000002;-0.15802;9.28471
323;;2021-11-22 19:58:41.400000;;;;;;;;;;-0.03112;-0.15323;9.29429
324;;2021-11-22 19:58:41.440000;;;;;;;;;;-0.03352;-0.15083;9.27993
325;;2021-11-22 19:58:41.480000;;;;;;;;;;-0.03112;-0.14605;9.2895
326;;2021-11-22 19:58:41.520000;;;;;;;;;;-0.02394;-0.14844000000000002;9.29429
327;;2021-11-22 19:58:41.560000;;;;;;;;;;-0.03112;-0.15323;9.28711
328;;2021-11-22 19:58:41.600000;;;;;;;;;;-0.01915;-0.15323;9.29669
329;;2021-11-22 19:58:41.640000;;;;;;;;;;-0.02155;-0.15562;9.29429
330;;2021-11-22 19:58:41.680000;;;;;;;;;;-0.02634;-0.15323;9.28232
331;;2021-11-22 19:58:41.720000;;;;;;;;;;-0.03352;-0.14605;9.28232
332;;2021-11-22 19:58:41.760000;;;;;;;;;;-0.03112;-0.14605;9.28711
333;;2021-11-22 19:58:41.800000;;;;;;;;;;-0.03352;-0.15562;9.29429
334;;2021-11-22 19:58:41.840000;;;;;;;;;;-0.038310000000000004;-0.15562;9.29669
335;;2021-11-22 19:58:41.880000;;;;;;;;;;-0.035910000000000004;-0.16041;9.28232
336;;2021-11-22 19:58:41.920000;;;;;;;;;;-0.03352;-0.15802;9.27753
337;;2021-11-22 19:58:41.960000;;;;;;;;;;-0.038310000000000004;-0.15802;9.28232
338;True;2021-11-22 19:58:42;51.113059;17.062407;162.0;21.0;26.9511607010645;42.22382878149121;0.0;22.6;32.9;-0.01915;-0.16759000000000002;9.30147
339;;2021-11-22 19:58:42;;;;;;;;;;-0.01915;-0.1652;9.2895
340;;2021-11-22 19:58:42.040000;;;;;;;;;;-0.03112;-0.15562;9.29429
341;;2021-11-22 19:58:42.080000;;;;;;;;;;-0.035910000000000004;-0.15323;9.2919
342;;2021-11-22 19:58:42.120000;;;;;;;;;;-0.02634;-0.15083;9.2919
343;;2021-11-22 19:58:42.160000;;;;;;;;;;-0.02394;-0.15562;9.2895
344;;2021-11-22 19:58:42.200000;;;;;;;;;;-0.02394;-0.15562;9.28711
345;;2021-11-22 19:58:42.240000;;;;;;;;;;-0.02394;-0.15323;9.2895
346;;2021-11-22 19:58:42.280000;;;;;;;;;;-0.02634;-0.15083;9.28711
347;;2021-11-22 19:58:42.320000;;;;;;;;;;-0.028730000000000002;-0.15323;9.2895
348;;2021-11-22 19:58:42.360000;;;;;;;;;;-0.02634;-0.15323;9.29908
349;;2021-11-22 19:58:42.400000;;;;;;;;;;-0.038310000000000004;-0.15323;9.29429
350;;2021-11-22 19:58:42.440000;;;;;;;;;;-0.03352;-0.14844000000000002;9.29429
351;;2021-11-22 19:58:42.480000;;;;;;;;;;-0.02634;-0.14844000000000002;9.2919
352;;2021-11-22 19:58:42.520000;;;;;;;;;;-0.02394;-0.15323;9.2919
353;;2021-11-22 19:58:42.560000;;;;;;;;;;-0.03112;-0.15562;9.28711
354;;2021-11-22 19:58:42.600000;;;;;;;;;;-0.02634;-0.15802;9.29908
355;;2021-11-22 19:58:42.640000;;;;;;;;;;-0.03112;-0.16041;9.29669
356;;2021-11-22 19:58:42.680000;;;;;;;;;;-0.02394;-0.16041;9.29429
357;;2021-11-22 19:58:42.720000;;;;;;;;;;-0.02155;-0.16280999999999998;9.28711
358;;2021-11-22 19:58:42.760000;;;;;;;;;;-0.02634;-0.1652;9.28711
359;;2021-11-22 19:58:42.800000;;;;;;;;;;-0.028730000000000002;-0.16280999999999998;9.27993
360;;2021-11-22 19:58:42.840000;;;;;;;;;;-0.035910000000000004;-0.16041;9.275139999999999
361;;2021-11-22 19:58:42.880000;;;;;;;;;;-0.028730000000000002;-0.15802;9.27035
362;;2021-11-22 19:58:42.920000;;;;;;;;;;-0.02634;-0.16280999999999998;9.27035
363;;2021-11-22 19:58:42.960000;;;;;;;;;;-0.02634;-0.16041;9.275139999999999
364;True;2021-11-22 19:58:43;51.113064;17.062404;161.3;21.0;26.9511607010645;42.22382878149121;0.0;22.6;32.9;-0.03112;-0.15802;9.29669
365;;2021-11-22 19:58:43;;;;;;;;;;-0.028730000000000002;-0.15323;9.29669
366;;2021-11-22 19:58:43.040000;;;;;;;;;;-0.03112;-0.15562;9.2895
367;;2021-11-22 19:58:43.080000;;;;;;;;;;-0.028730000000000002;-0.15562;9.2895
368;;2021-11-22 19:58:43.120000;;;;;;;;;;-0.03352;-0.16041;9.29429
369;;2021-11-22 19:58:43.160000;;;;;;;;;;-0.03112;-0.15802;9.29669
370;;2021-11-22 19:58:43.200000;;;;;;;;;;-0.028730000000000002;-0.16041;9.2919
371;;2021-11-22 19:58:43.240000;;;;;;;;;;-0.028730000000000002;-0.15562;9.29669
372;;2021-11-22 19:58:43.280000;;;;;;;;;;-0.028730000000000002;-0.16041;9.29908
373;;2021-11-22 19:58:43.320000;;;;;;;;;;-0.028730000000000002;-0.15802;9.2895
374;;2021-11-22 19:58:43.360000;;;;;;;;;;-0.03352;-0.1652;9.28471
375;;2021-11-22 19:58:43.400000;;;;;;;;;;-0.03352;-0.16759000000000002;9.28232
376;;2021-11-22 19:58:43.440000;;;;;;;;;;-0.028730000000000002;-0.1652;9.28471
377;;2021-11-22 19:58:43.480000;;;;;;;;;;-0.03112;-0.1652;9.28711
378;;2021-11-22 19:58:43.520000;;;;;;;;;;-0.03352;-0.16759000000000002;9.28471
379;;2021-11-22 19:58:43.560000;;;;;;;;;;-0.03112;-0.16041;9.2919
380;;2021-11-22 19:58:43.600000;;;;;;;;;;-0.03352;-0.16280999999999998;9.28471
381;;2021-11-22 19:58:43.640000;;;;;;;;;;-0.03112;-0.16759000000000002;9.28711
382;;2021-11-22 19:58:43.680000;;;;;;;;;;-0.02634;-0.17238;9.2895
383;;2021-11-22 19:58:43.720000;;;;;;;;;;-0.028730000000000002;-0.16759000000000002;9.2895
384;;2021-11-22 19:58:43.760000;;;;;;;;;;-0.02394;-0.1652;9.28471
385;;2021-11-22 19:58:43.800000;;;;;;;;;;-0.02634;-0.16759000000000002;9.2895
386;;2021-11-22 19:58:43.840000;;;;;;;;;;-0.02634;-0.16999;9.2895
387;;2021-11-22 19:58:43.880000;;;;;;;;;;-0.028730000000000002;-0.16999;9.29908
388;;2021-11-22 19:58:43.920000;;;;;;;;;;-0.02634;-0.16759000000000002;9.30147
389;;2021-11-22 19:58:43.960000;;;;;;;;;;-0.028730000000000002;-0.15802;9.2895
390;True;2021-11-22 19:58:44;51.113069;17.062401;160.4;21.0;26.967475849301852;42.24271250758064;0.0;22.6;32.8;-0.01676;-0.16041;9.28711
391;;2021-11-22 19:58:44;;;;;;;;;;-0.03112;-0.15802;9.28471
392;;2021-11-22 19:58:44.040000;;;;;;;;;;-0.06225;-0.30646;18.56943
393;;2021-11-22 19:58:44.080000;;;;;;;;;;-0.03112;-0.15083;9.2895
394;;2021-11-22 19:58:44.120000;;;;;;;;;;-0.035910000000000004;-0.15323;9.2895
395;;2021-11-22 19:58:44.160000;;;;;;;;;;-0.028730000000000002;-0.16280999999999998;9.28711
396;;2021-11-22 19:58:44.200000;;;;;;;;;;-0.028730000000000002;-0.16280999999999998;9.28232
397;;2021-11-22 19:58:44.240000;;;;;;;;;;-0.02394;-0.16041;9.275139999999999
398;;2021-11-22 19:58:44.280000;;;;;;;;;;-0.02394;-0.15802;9.27993
399;;2021-11-22 19:58:44.320000;;;;;;;;;;-0.02634;-0.16041;9.28471
400;;2021-11-22 19:58:44.360000;;;;;;;;;;-0.02634;-0.15802;9.28471
401;;2021-11-22 19:58:44.400000;;;;;;;;;;-0.01915;-0.15802;9.28232
402;;2021-11-22 19:58:44.440000;;;;;;;;;;-0.02634;-0.16280999999999998;9.28471
403;;2021-11-22 19:58:44.480000;;;;;;;;;;-0.028730000000000002;-0.16041;9.2895
404;;2021-11-22 19:58:44.520000;;;;;;;;;;-0.028730000000000002;-0.16041;9.29908
405;;2021-11-22 19:58:44.560000;;;;;;;;;;-0.02634;-0.16041;9.2919
406;;2021-11-22 19:58:44.600000;;;;;;;;;;-0.02634;-0.16041;9.2895
407;;2021-11-22 19:58:44.640000;;;;;;;;;;-0.028730000000000002;-0.15802;9.28232
408;;2021-11-22 19:58:44.680000;;;;;;;;;;-0.02394;-0.16041;9.28471
409;;2021-11-22 19:58:44.720000;;;;;;;;;;-0.02394;-0.15802;9.28232
410;;2021-11-22 19:58:44.760000;;;;;;;;;;-0.02394;-0.16280999999999998;9.27993
411;;2021-11-22 19:58:44.800000;;;;;;;;;;-0.02394;-0.16280999999999998;9.275139999999999
412;;2021-11-22 19:58:44.840000;;;;;;;;;;-0.02394;-0.15562;9.28471
413;;2021-11-22 19:58:44.880000;;;;;;;;;;-0.02634;-0.15562;9.27993
414;;2021-11-22 19:58:44.920000;;;;;;;;;;-0.03112;-0.15802;9.28232
415;;2021-11-22 19:58:44.960000;;;;;;;;;;-0.03352;-0.16280999999999998;9.275139999999999
416;True;2021-11-22 19:58:45;51.113069;17.062402;160.4;22.0;27.866391710945248;46.33071694379812;0.0;22.7;32.8;-0.03112;-0.16280999999999998;9.27993
417;;2021-11-22 19:58:45;;;;;;;;;;-0.02634;-0.15802;9.272739999999999
418;;2021-11-22 19:58:45.040000;;;;;;;;;;-0.014369999999999999;-0.16041;9.275139999999999
419;;2021-11-22 19:58:45.080000;;;;;;;;;;-0.014369999999999999;-0.1652;9.26795
420;;2021-11-22 19:58:45.120000;;;;;;;;;;-0.01915;-0.15562;9.27993
421;;2021-11-22 19:58:45.160000;;;;;;;;;;-0.02155;-0.15562;9.28711
422;;2021-11-22 19:58:45.200000;;;;;;;;;;-0.028730000000000002;-0.15083;9.28711
423;;2021-11-22 19:58:45.240000;;;;;;;;;;-0.028730000000000002;-0.15323;9.28471
424;;2021-11-22 19:58:45.280000;;;;;;;;;;-0.02155;-0.16280999999999998;9.27753
425;;2021-11-22 19:58:45.320000;;;;;;;;;;-0.02394;-0.16280999999999998;9.27993
426;;2021-11-22 19:58:45.360000;;;;;;;;;;-0.02155;-0.16280999999999998;9.27753
427;;2021-11-22 19:58:45.400000;;;;;;;;;;-0.02155;-0.1652;9.30387
428;;2021-11-22 19:58:45.440000;;;;;;;;;;-0.028730000000000002;-0.1652;9.29429
429;;2021-11-22 19:58:45.480000;;;;;;;;;;-0.028730000000000002;-0.16280999999999998;9.2895
430;;2021-11-22 19:58:45.520000;;;;;;;;;;-0.03352;-0.16280999999999998;9.29669
431;;2021-11-22 19:58:45.560000;;;;;;;;;;-0.02634;-0.1652;9.27753
432;;2021-11-22 19:58:45.600000;;;;;;;;;;-0.02394;-0.16280999999999998;9.30147
433;;2021-11-22 19:58:45.640000;;;;;;;;;;-0.03112;-0.16041;9.28711
434;;2021-11-22 19:58:45.680000;;;;;;;;;;-0.02634;-0.16759000000000002;9.27035
435;;2021-11-22 19:58:45.720000;;;;;;;;;;-0.03112;-0.16999;9.29669
436;;2021-11-22 19:58:45.760000;;;;;;;;;;-0.03352;-0.16759000000000002;9.2919
437;;2021-11-22 19:58:45.800000;;;;;;;;;;-0.02394;-0.1652;9.28232
438;;2021-11-22 19:58:45.840000;;;;;;;;;;-0.03352;-0.15323;9.29908
439;;2021-11-22 19:58:45.880000;;;;;;;;;;-0.028730000000000002;-0.16041;9.28711
440;;2021-11-22 19:58:45.920000;;;;;;;;;;-0.028730000000000002;-0.16280999999999998;9.2895
441;;2021-11-22 19:58:45.960000;;;;;;;;;;-0.03352;-0.16041;9.29908
